St. Jude Medical. File Revision : 5.6.1
Export Data Element : DxL
Export from Study : study_dwsG703731_2022_02_01_08_20_13
Export from Segment : Finish Model
Export User Comments : Add comments here
Export files Stored in Dir : /var/STJ/Clinical/systemStudy/study_dwsG703731_2022_02_01_08_20_13/export/2024_06_14_09_11_34/
Export Start Time (h:m:s.msec) : 10:20:24.166
Export Start Time (secs usecs) : 1643710824 166203
Export End Time (h:m:s.msec) : 08:20:19.353
Export End Time (secs usecs) : 1643703619 352735
Export Duration (h:m:s.msec) : -2:00:-5.187

Total number of data points (columns):, 18
 This is file 1 of 1 for map,MAP_A
 Points sorted in order of acceptance (first to last)
 *******************************************************************************
*     The lines following "Begin data" contain (one column per data point)
* the point number (order of collection); the labels of the roving/reference/
* Signal 1/Signal 2/Signal 3 traces; the Local Activation Time (LAT) detected
* on the reference trace (measured in samples from the beginning of the data
* interval); the end time of the traces (in sec); the end frame index (not used, always 0);
* the LAT detected on the reference trace (in sec);
* the LAT detected on the roving trace (in sec);
* the peak-to-peak and peak negative voltages of the roving trace (in mV);
* CFE mean and CFE standard deviation measures (in msec);
* the x/y/z coordinates of the roving electrode;
* the x/y/z coordinates of the roving electrode projected onto the map surface;
* the cycle length of the roving trace (in msec);
* a flag for whether it was displayed on the map;
* a flag for whether it was used to compute the map;
* the detection algorithm code and parameter for the roving trace;
* the detection algorithm code and parameter for the reference trace; and
* the low voltage ID (in mV).
* Following these lines are 6 lines of single entry field for wave data:
* the segment data length (in msec); the exported data length (in msec);
* the data sample rate (in Hz); and 3 CFE algorithm parameters of peak-to-peak
* sensitivity (in mV), CFE width (in msec) and CFE refractory(in msec).
* Following these lines are 5 blocks of wave data.
* The blocks each contain a blank line; trace labels for each data point;
* and the all points for the roving trace and points for
* the reference/Signal 1/Signal 2/Signal 3 traces (if present) respectively.
* Following these lines is a section labeled "FFT spectrum is available for FFT maps only"
* which contains (one column per data point) the labels of the CFE detection roving trace;
* the CFE detection count; and the CFE detection sample index;
*******************************************************************************
Begin data
pt number:,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
,0.0000,0.0020,0.0040,0.0060,0.0020,-0.0050,-0.0020,0.0050,-0.0050,0.0010,-0.0060,0.0030,-0.0010,-0.0060,-0.0020,0.0010,-0.0010,-0.1050
,0.0020,0.0030,0.0020,0.0020,0.0020,-0.0020,-0.0040,0.0040,-0.0050,0.0030,-0.0060,0.0020,-0.0040,-0.0030,-0.0030,0.0000,-0.0040,-0.1210
,0.0040,0.0020,0.0010,-0.0010,0.0010,0.0020,-0.0040,0.0030,-0.0020,0.0040,-0.0040,0.0010,-0.0060,-0.0020,-0.0030,-0.0010,-0.0060,-0.1430
,0.0070,0.0010,0.0000,-0.0010,0.0020,0.0050,-0.0040,0.0020,0.0010,0.0030,0.0000,0.0000,-0.0090,-0.0020,-0.0020,-0.0010,-0.0090,-0.1720
,0.0080,0.0000,-0.0010,0.0000,0.0020,0.0070,-0.0030,0.0010,0.0040,0.0010,0.0030,-0.0020,-0.0090,-0.0030,0.0000,0.0000,-0.0090,-0.2040
,0.0090,0.0000,-0.0020,0.0010,0.0020,0.0070,-0.0020,0.0000,0.0060,-0.0010,0.0050,-0.0030,-0.0080,-0.0040,0.0020,0.0030,-0.0080,-0.2370
,0.0070,0.0010,-0.0010,0.0020,0.0020,0.0060,0.0000,-0.0020,0.0070,-0.0020,0.0040,-0.0060,-0.0050,-0.0030,0.0030,0.0050,-0.0050,-0.2680
,0.0040,0.0020,0.0000,0.0020,0.0010,0.0040,0.0020,-0.0030,0.0090,-0.0010,0.0030,-0.0080,-0.0020,-0.0020,0.0030,0.0070,-0.0020,-0.2900
,0.0000,0.0030,0.0010,0.0000,0.0000,0.0010,0.0030,-0.0030,0.0100,0.0000,0.0020,-0.0090,0.0020,-0.0010,0.0010,0.0070,0.0020,-0.2900
,-0.0020,0.0020,0.0020,-0.0020,0.0000,0.0000,0.0010,-0.0030,0.0110,0.0010,0.0030,-0.0100,0.0030,-0.0010,-0.0010,0.0060,0.0030,-0.2410
,-0.0010,0.0010,0.0010,-0.0030,0.0020,-0.0010,0.0000,-0.0030,0.0120,0.0010,0.0050,-0.0080,0.0040,-0.0030,-0.0030,0.0050,0.0040,-0.1020
,0.0020,0.0000,0.0010,-0.0030,0.0040,-0.0010,-0.0010,-0.0040,0.0110,0.0000,0.0060,-0.0040,0.0020,-0.0060,-0.0040,0.0050,0.0020,0.1910
,0.0060,-0.0010,0.0010,-0.0030,0.0060,-0.0030,0.0010,-0.0060,0.0090,-0.0020,0.0060,0.0000,0.0000,-0.0090,-0.0030,0.0050,0.0000,0.7210
,0.0080,-0.0020,0.0020,-0.0040,0.0080,-0.0050,0.0040,-0.0070,0.0060,-0.0040,0.0040,0.0030,-0.0040,-0.0100,0.0000,0.0050,-0.0040,1.5760
,0.0080,-0.0040,0.0030,-0.0050,0.0080,-0.0070,0.0060,-0.0070,0.0030,-0.0040,0.0030,0.0030,-0.0060,-0.0090,0.0040,0.0060,-0.0060,2.8000
,0.0060,-0.0040,0.0030,-0.0070,0.0070,-0.0080,0.0060,-0.0040,0.0010,-0.0050,0.0020,0.0010,-0.0070,-0.0060,0.0070,0.0060,-0.0070,4.3180
,0.0040,-0.0040,0.0020,-0.0080,0.0060,-0.0070,0.0040,-0.0010,0.0000,-0.0050,0.0020,-0.0020,-0.0060,-0.0030,0.0090,0.0050,-0.0060,5.8700
,0.0030,-0.0020,-0.0010,-0.0080,0.0040,-0.0050,0.0000,0.0020,0.0010,-0.0060,0.0020,-0.0040,-0.0030,0.0000,0.0070,0.0030,-0.0030,7.0060
,0.0010,0.0010,-0.0040,-0.0070,0.0010,-0.0020,-0.0030,0.0030,0.0010,-0.0060,0.0010,-0.0040,-0.0010,0.0010,0.0030,0.0000,-0.0010,7.1950
,-0.0010,0.0020,-0.0050,-0.0050,-0.0010,-0.0010,-0.0040,0.0010,0.0020,-0.0070,-0.0010,-0.0020,-0.0010,0.0010,-0.0010,-0.0030,-0.0010,6.0380
,-0.0030,0.0010,-0.0040,-0.0040,-0.0030,0.0000,-0.0030,-0.0010,0.0010,-0.0050,-0.0020,0.0010,-0.0030,0.0010,-0.0040,-0.0050,-0.0030,3.4880
,-0.0050,-0.0010,-0.0020,-0.0030,-0.0030,-0.0010,-0.0030,-0.0030,-0.0010,-0.0030,-0.0040,0.0020,-0.0050,0.0000,-0.0030,-0.0050,-0.0050,-0.0280
,-0.0050,-0.0040,0.0010,-0.0040,-0.0030,-0.0010,-0.0040,-0.0020,-0.0030,0.0000,-0.0040,0.0010,-0.0070,-0.0010,-0.0010,-0.0030,-0.0070,-3.6920
,-0.0030,-0.0040,0.0010,-0.0040,-0.0020,0.0000,-0.0060,0.0000,-0.0060,0.0010,-0.0050,-0.0010,-0.0060,-0.0010,0.0020,0.0000,-0.0060,-6.5740
,-0.0010,-0.0030,0.0000,-0.0040,-0.0020,0.0020,-0.0070,0.0020,-0.0060,0.0010,-0.0060,-0.0030,-0.0020,-0.0010,0.0030,0.0020,-0.0020,-7.9980
,0.0000,0.0000,-0.0030,-0.0030,-0.0030,0.0050,-0.0060,0.0010,-0.0060,-0.0020,-0.0080,-0.0020,0.0040,0.0000,0.0010,0.0020,0.0040,-7.8190
,-0.0010,0.0020,-0.0050,-0.0010,-0.0050,0.0060,-0.0040,0.0000,-0.0040,-0.0050,-0.0090,0.0000,0.0080,0.0010,-0.0030,0.0010,0.0080,-6.4570
,-0.0040,0.0020,-0.0050,0.0010,-0.0060,0.0060,0.0000,-0.0020,-0.0030,-0.0060,-0.0080,0.0020,0.0090,0.0030,-0.0070,-0.0020,0.0090,-4.6630
,-0.0080,0.0020,-0.0040,0.0020,-0.0070,0.0040,0.0030,-0.0020,-0.0030,-0.0060,-0.0050,0.0040,0.0070,0.0050,-0.0090,-0.0050,0.0070,-3.1420
,-0.0090,0.0000,-0.0020,0.0020,-0.0070,0.0010,0.0040,-0.0010,-0.0050,-0.0040,0.0000,0.0050,0.0040,0.0060,-0.0070,-0.0070,0.0040,-2.2390
,-0.0080,0.0000,-0.0010,0.0010,-0.0070,-0.0020,0.0040,0.0000,-0.0080,-0.0010,0.0040,0.0040,0.0010,0.0080,-0.0030,-0.0080,0.0010,-1.8770
,-0.0070,0.0020,-0.0010,0.0000,-0.0070,-0.0050,0.0020,0.0020,-0.0100,0.0010,0.0060,0.0040,0.0000,0.0100,0.0000,-0.0080,0.0000,-1.7250
,-0.0070,0.0050,-0.0010,0.0010,-0.0060,-0.0070,0.0000,0.0030,-0.0100,0.0030,0.0030,0.0050,0.0010,0.0110,0.0000,-0.0070,0.0010,-1.4730
,-0.0080,0.0070,0.0000,0.0020,-0.0060,-0.0080,-0.0020,0.0030,-0.0090,0.0050,-0.0010,0.0070,0.0020,0.0100,-0.0030,-0.0050,0.0020,-1.0200
,-0.0100,0.0080,0.0030,0.0030,-0.0060,-0.0060,-0.0030,0.0040,-0.0070,0.0050,-0.0040,0.0090,0.0040,0.0080,-0.0070,-0.0030,0.0040,-0.4790
,-0.0100,0.0060,0.0080,0.0050,-0.0050,-0.0040,-0.0030,0.0040,-0.0040,0.0050,-0.0050,0.0100,0.0050,0.0030,-0.0100,-0.0020,0.0050,-0.0380
,-0.0080,0.0020,0.0120,0.0060,-0.0040,-0.0010,-0.0030,0.0030,-0.0020,0.0030,-0.0040,0.0090,0.0050,-0.0010,-0.0100,-0.0020,0.0050,0.1970
,-0.0040,-0.0020,0.0130,0.0070,-0.0040,0.0010,-0.0030,0.0010,-0.0020,0.0010,0.0000,0.0060,0.0050,-0.0050,-0.0060,-0.0020,0.0050,0.2610
,-0.0020,-0.0030,0.0110,0.0070,-0.0030,0.0020,-0.0020,-0.0020,-0.0010,-0.0010,0.0020,0.0040,0.0040,-0.0060,0.0000,-0.0020,0.0040,0.2800
,-0.0010,-0.0030,0.0070,0.0070,-0.0030,0.0030,-0.0030,-0.0050,-0.0010,-0.0020,0.0030,0.0020,0.0030,-0.0050,0.0050,0.0000,0.0030,0.3610
,-0.0010,-0.0010,0.0020,0.0070,-0.0020,0.0020,-0.0030,-0.0050,0.0000,-0.0020,0.0030,0.0010,0.0010,-0.0040,0.0060,0.0020,0.0010,0.5230
,-0.0010,0.0020,-0.0010,0.0050,0.0000,0.0010,-0.0040,-0.0020,0.0000,-0.0030,0.0020,0.0010,-0.0010,-0.0030,0.0030,0.0050,-0.0010,0.7030
,0.0000,0.0040,-0.0020,0.0040,0.0020,0.0000,-0.0030,0.0020,0.0000,-0.0030,0.0020,0.0010,-0.0030,-0.0030,-0.0010,0.0070,-0.0030,0.8200
,0.0020,0.0050,-0.0010,0.0020,0.0050,-0.0020,-0.0020,0.0060,0.0010,-0.0020,0.0030,0.0000,-0.0040,-0.0040,-0.0040,0.0080,-0.0040,0.8400
,0.0040,0.0050,0.0010,0.0010,0.0070,-0.0030,0.0000,0.0070,0.0010,-0.0010,0.0040,-0.0020,-0.0040,-0.0050,-0.0040,0.0070,-0.0040,0.7950
,0.0050,0.0030,0.0020,0.0000,0.0070,-0.0040,0.0030,0.0060,0.0030,0.0010,0.0050,-0.0030,-0.0040,-0.0050,-0.0010,0.0050,-0.0040,0.7450
,0.0040,0.0020,0.0020,0.0010,0.0070,-0.0040,0.0040,0.0030,0.0060,0.0030,0.0040,-0.0040,-0.0030,-0.0050,0.0020,0.0030,-0.0030,0.7370
,0.0040,0.0000,0.0000,0.0020,0.0050,-0.0050,0.0040,0.0000,0.0070,0.0040,0.0010,-0.0040,-0.0030,-0.0050,0.0030,0.0020,-0.0030,0.7710
,0.0050,-0.0010,-0.0020,0.0030,0.0030,-0.0060,0.0020,-0.0020,0.0080,0.0040,-0.0020,-0.0030,-0.0010,-0.0030,0.0020,0.0020,-0.0010,0.8110
,0.0070,-0.0010,-0.0030,0.0030,0.0020,-0.0070,0.0000,-0.0030,0.0060,0.0020,-0.0060,-0.0010,0.0000,-0.0010,-0.0010,0.0030,0.0000,0.8200
,0.0080,-0.0020,-0.0020,0.0000,0.0020,-0.0070,-0.0010,-0.0030,0.0040,-0.0010,-0.0070,0.0000,0.0010,0.0020,-0.0020,0.0030,0.0010,0.7860
,0.0070,-0.0030,0.0000,-0.0030,0.0020,-0.0040,-0.0010,-0.0030,0.0020,-0.0030,-0.0050,0.0000,0.0010,0.0040,-0.0010,0.0040,0.0010,0.7270
,0.0040,-0.0050,0.0010,-0.0060,0.0020,-0.0010,0.0000,-0.0030,0.0020,-0.0040,-0.0020,-0.0020,-0.0010,0.0040,0.0020,0.0040,-0.0010,0.6720
,-0.0010,-0.0060,0.0020,-0.0060,0.0020,0.0020,0.0010,-0.0030,0.0020,-0.0020,0.0000,-0.0040,-0.0030,0.0040,0.0060,0.0030,-0.0030,0.6390
,-0.0050,-0.0060,0.0000,-0.0040,0.0010,0.0020,0.0010,-0.0020,0.0020,0.0000,0.0010,-0.0070,-0.0050,0.0020,0.0080,0.0020,-0.0050,0.6260
,-0.0050,-0.0050,-0.0030,-0.0010,0.0010,0.0010,0.0010,0.0000,0.0010,0.0020,0.0010,-0.0070,-0.0070,0.0000,0.0080,0.0010,-0.0070,0.6120
,-0.0030,-0.0020,-0.0060,0.0000,0.0010,-0.0020,0.0000,0.0020,0.0010,0.0030,0.0000,-0.0050,-0.0080,-0.0010,0.0060,0.0010,-0.0080,0.5790
,0.0000,-0.0010,-0.0080,0.0000,0.0020,-0.0030,0.0000,0.0030,0.0010,0.0030,0.0000,-0.0020,-0.0080,-0.0020,0.0030,0.0020,-0.0080,0.5230
,0.0010,-0.0010,-0.0070,-0.0030,0.0040,-0.0040,0.0010,0.0020,0.0010,0.0010,0.0020,0.0010,-0.0070,-0.0020,0.0010,0.0030,-0.0070,0.4530
,0.0010,-0.0030,-0.0040,-0.0050,0.0050,-0.0030,0.0030,-0.0010,0.0010,-0.0010,0.0040,0.0030,-0.0050,-0.0030,-0.0010,0.0050,-0.0050,0.3870
,-0.0010,-0.0050,-0.0010,-0.0060,0.0040,-0.0020,0.0030,-0.0030,-0.0020,-0.0030,0.0060,0.0020,-0.0030,-0.0040,-0.0030,0.0060,-0.0030,0.3340
,-0.0030,-0.0050,0.0020,-0.0050,0.0030,-0.0010,0.0020,-0.0040,-0.0050,-0.0040,0.0050,0.0000,-0.0010,-0.0030,-0.0040,0.0060,-0.0010,0.2960
,-0.0050,-0.0040,0.0020,-0.0030,0.0020,0.0000,0.0010,-0.0030,-0.0090,-0.0040,0.0030,-0.0010,0.0000,0.0000,-0.0040,0.0050,0.0000,0.2640
,-0.0070,-0.0010,0.0000,0.0000,0.0000,0.0010,-0.0010,0.0000,-0.0110,-0.0030,0.0010,-0.0010,0.0000,0.0030,-0.0050,0.0020,0.0000,0.2270
,-0.0090,0.0010,-0.0020,0.0010,-0.0010,0.0020,-0.0040,0.0020,-0.0100,-0.0030,-0.0010,0.0000,-0.0010,0.0050,-0.0050,0.0000,-0.0010,0.1800
,-0.0090,0.0020,-0.0030,0.0000,-0.0010,0.0020,-0.0050,0.0030,-0.0050,-0.0030,-0.0010,0.0030,-0.0030,0.0060,-0.0050,-0.0010,-0.0030,0.1290
,-0.0090,0.0020,-0.0020,-0.0030,-0.0020,0.0020,-0.0060,0.0010,0.0010,-0.0030,0.0000,0.0050,-0.0040,0.0040,-0.0040,-0.0010,-0.0040,0.0790
,-0.0070,0.0020,0.0010,-0.0050,-0.0040,0.0010,-0.0060,0.0000,0.0050,-0.0030,0.0000,0.0060,-0.0050,0.0030,-0.0030,0.0000,-0.0050,0.0390
,-0.0050,0.0020,0.0050,-0.0070,-0.0060,0.0000,-0.0050,-0.0020,0.0060,-0.0040,-0.0020,0.0060,-0.0060,0.0030,-0.0020,0.0010,-0.0060,0.0080
,-0.0040,0.0040,0.0070,-0.0070,-0.0070,0.0000,-0.0040,-0.0020,0.0030,-0.0030,-0.0050,0.0050,-0.0050,0.0050,-0.0010,0.0010,-0.0050,-0.0150
,-0.0060,0.0040,0.0070,-0.0060,-0.0080,0.0000,-0.0040,-0.0010,-0.0040,-0.0020,-0.0080,0.0050,-0.0040,0.0070,-0.0010,0.0000,-0.0040,-0.0360
,-0.0080,0.0040,0.0050,-0.0040,-0.0080,0.0000,-0.0030,0.0000,-0.0100,0.0000,-0.0100,0.0050,-0.0020,0.0080,-0.0010,-0.0010,-0.0020,-0.0590
,-0.0100,0.0010,0.0020,-0.0020,-0.0060,0.0000,-0.0030,0.0010,-0.0130,0.0010,-0.0080,0.0050,0.0010,0.0080,-0.0030,-0.0020,0.0010,-0.0840
,-0.0100,-0.0020,0.0000,0.0000,-0.0040,-0.0020,-0.0030,0.0000,-0.0120,0.0020,-0.0040,0.0050,0.0040,0.0060,-0.0040,-0.0030,0.0040,-0.1100
,-0.0090,-0.0050,0.0010,0.0010,-0.0040,-0.0050,-0.0020,-0.0010,-0.0080,0.0010,-0.0010,0.0050,0.0050,0.0030,-0.0040,-0.0040,0.0050,-0.1310
,-0.0080,-0.0050,0.0020,0.0010,-0.0050,-0.0060,-0.0010,-0.0010,-0.0040,0.0010,0.0000,0.0040,0.0050,0.0000,-0.0040,-0.0060,0.0050,-0.1470
,-0.0090,-0.0030,0.0040,0.0010,-0.0070,-0.0060,0.0000,0.0000,0.0000,0.0020,-0.0010,0.0020,0.0020,-0.0020,-0.0030,-0.0080,0.0020,-0.1570
,-0.0090,0.0000,0.0060,0.0010,-0.0080,-0.0040,0.0010,0.0010,0.0010,0.0030,-0.0030,0.0000,0.0000,-0.0030,-0.0020,-0.0080,0.0000,-0.1630
,-0.0080,0.0030,0.0070,0.0000,-0.0090,-0.0010,0.0020,0.0020,0.0010,0.0030,-0.0040,-0.0030,0.0000,-0.0040,-0.0020,-0.0070,0.0000,-0.1690
,-0.0050,0.0040,0.0070,0.0000,-0.0080,0.0000,0.0020,0.0030,-0.0010,0.0030,-0.0030,-0.0040,0.0020,-0.0040,-0.0030,-0.0040,0.0020,-0.1760
,0.0010,0.0020,0.0060,0.0000,-0.0060,-0.0010,0.0020,0.0040,-0.0020,0.0020,-0.0010,-0.0040,0.0040,-0.0050,-0.0030,-0.0010,0.0040,-0.1810
,0.0050,-0.0010,0.0050,0.0010,-0.0040,-0.0030,0.0030,0.0040,-0.0030,0.0010,0.0010,-0.0020,0.0050,-0.0050,-0.0020,0.0000,0.0050,-0.1830
,0.0070,-0.0040,0.0050,0.0020,-0.0020,-0.0050,0.0040,0.0030,-0.0030,0.0000,0.0010,0.0010,0.0040,-0.0060,0.0000,0.0000,0.0040,-0.1790
,0.0060,-0.0040,0.0040,0.0040,0.0000,-0.0060,0.0050,0.0010,-0.0010,-0.0010,0.0010,0.0030,0.0010,-0.0060,0.0040,-0.0010,0.0010,-0.1680
,0.0030,-0.0020,0.0030,0.0060,0.0020,-0.0050,0.0050,-0.0010,0.0020,0.0000,0.0000,0.0040,-0.0010,-0.0060,0.0060,-0.0030,-0.0010,-0.1540
,0.0030,0.0020,0.0020,0.0070,0.0020,-0.0040,0.0050,-0.0030,0.0050,0.0000,0.0010,0.0030,-0.0030,-0.0040,0.0050,-0.0030,-0.0030,-0.1400
,0.0050,0.0060,0.0000,0.0070,0.0020,-0.0020,0.0040,-0.0040,0.0070,0.0000,0.0030,-0.0010,-0.0020,-0.0030,0.0020,-0.0030,-0.0020,-0.1280
,0.0100,0.0080,-0.0030,0.0050,0.0020,-0.0010,0.0040,-0.0040,0.0070,0.0000,0.0050,-0.0050,-0.0010,-0.0020,-0.0030,-0.0010,-0.0010,-0.1170
,0.0150,0.0070,-0.0060,0.0020,0.0030,0.0000,0.0030,-0.0040,0.0060,-0.0010,0.0060,-0.0070,0.0000,-0.0020,-0.0060,0.0020,0.0000,-0.1030
,0.0170,0.0040,-0.0070,-0.0010,0.0050,0.0010,0.0030,-0.0040,0.0050,-0.0010,0.0060,-0.0070,0.0000,-0.0030,-0.0050,0.0050,0.0000,-0.0870
,0.0150,0.0000,-0.0060,-0.0020,0.0080,0.0020,0.0020,-0.0030,0.0030,0.0000,0.0050,-0.0050,-0.0010,-0.0040,-0.0010,0.0060,-0.0010,-0.0670
,0.0110,-0.0020,-0.0040,-0.0020,0.0090,0.0030,0.0010,-0.0020,0.0020,0.0010,0.0030,-0.0020,-0.0020,-0.0060,0.0040,0.0070,-0.0020,-0.0460
,0.0060,-0.0040,-0.0020,-0.0010,0.0080,0.0020,-0.0010,-0.0010,0.0010,0.0010,0.0020,0.0000,-0.0020,-0.0060,0.0070,0.0060,-0.0020,-0.0290
,0.0020,-0.0030,-0.0010,-0.0020,0.0050,0.0010,-0.0020,0.0000,0.0000,0.0000,0.0020,-0.0010,-0.0020,-0.0070,0.0060,0.0060,-0.0020,-0.0170
,0.0010,-0.0020,-0.0010,-0.0040,0.0020,0.0010,-0.0020,0.0010,0.0000,-0.0010,0.0020,-0.0030,-0.0020,-0.0070,0.0010,0.0050,-0.0020,-0.0110
,0.0020,0.0010,-0.0020,-0.0070,0.0010,0.0010,-0.0020,0.0010,-0.0010,-0.0010,0.0020,-0.0050,-0.0020,-0.0070,-0.0040,0.0060,-0.0020,-0.0090
,0.0040,0.0030,-0.0020,-0.0090,0.0010,0.0030,-0.0020,-0.0010,-0.0010,0.0000,0.0030,-0.0060,-0.0040,-0.0070,-0.0070,0.0060,-0.0040,-0.0090
,0.0050,0.0040,-0.0010,-0.0090,0.0030,0.0050,-0.0020,-0.0020,-0.0020,0.0020,0.0040,-0.0050,-0.0050,-0.0060,-0.0060,0.0060,-0.0050,-0.0090
,0.0040,0.0040,0.0000,-0.0070,0.0050,0.0060,-0.0020,-0.0030,-0.0020,0.0030,0.0050,-0.0030,-0.0060,-0.0040,-0.0020,0.0050,-0.0060,-0.0090
,0.0020,0.0030,0.0020,-0.0030,0.0050,0.0050,-0.0020,-0.0020,-0.0010,0.0030,0.0040,0.0000,-0.0040,0.0000,0.0020,0.0030,-0.0040,-0.0090
,-0.0020,0.0010,0.0030,0.0020,0.0040,0.0030,-0.0010,0.0010,0.0010,0.0010,0.0010,0.0020,-0.0020,0.0030,0.0050,0.0010,-0.0020,-0.0100
,-0.0050,0.0000,0.0030,0.0050,0.0020,0.0020,0.0010,0.0040,0.0030,-0.0020,-0.0030,0.0030,0.0000,0.0050,0.0050,0.0000,0.0000,-0.0110
,-0.0080,0.0000,0.0020,0.0060,0.0010,0.0010,0.0030,0.0060,0.0040,-0.0020,-0.0060,0.0020,0.0000,0.0050,0.0020,-0.0010,0.0000,-0.0110
,-0.0100,0.0000,0.0010,0.0050,0.0010,0.0020,0.0050,0.0050,0.0050,-0.0010,-0.0080,0.0010,0.0000,0.0040,-0.0020,0.0000,0.0000,-0.0100
,-0.0100,0.0000,0.0000,0.0020,0.0010,0.0030,0.0070,0.0040,0.0030,0.0000,-0.0070,0.0000,-0.0020,0.0010,-0.0050,0.0020,-0.0020,-0.0060
,-0.0090,0.0000,0.0010,0.0000,0.0010,0.0030,0.0070,0.0030,0.0000,0.0010,-0.0040,0.0000,-0.0030,0.0000,-0.0060,0.0020,-0.0030,-0.0010
,-0.0080,-0.0010,0.0010,-0.0020,0.0000,0.0030,0.0050,0.0040,-0.0040,0.0000,-0.0030,0.0010,-0.0030,0.0010,-0.0060,0.0000,-0.0030,0.0050
,-0.0060,-0.0030,0.0010,-0.0010,-0.0010,0.0020,0.0020,0.0050,-0.0070,-0.0010,-0.0050,0.0030,-0.0030,0.0040,-0.0050,-0.0030,-0.0030,0.0090
,-0.0040,-0.0040,-0.0010,0.0000,-0.0020,0.0010,-0.0020,0.0060,-0.0080,-0.0030,-0.0080,0.0050,-0.0030,0.0060,-0.0050,-0.0070,-0.0030,0.0130
,-0.0030,-0.0050,-0.0030,0.0010,-0.0030,0.0000,-0.0050,0.0040,-0.0060,-0.0040,-0.0100,0.0050,-0.0030,0.0080,-0.0060,-0.0100,-0.0030,0.0150
,-0.0030,-0.0040,-0.0030,0.0010,-0.0030,0.0000,-0.0070,0.0010,-0.0040,-0.0030,-0.0110,0.0040,-0.0030,0.0080,-0.0080,-0.0090,-0.0030,0.0170
,-0.0030,-0.0040,-0.0020,-0.0010,-0.0030,-0.0010,-0.0080,-0.0030,0.0000,-0.0010,-0.0090,0.0020,-0.0020,0.0060,-0.0090,-0.0060,-0.0020,0.0190
,-0.0030,-0.0030,0.0010,-0.0030,-0.0040,-0.0020,-0.0090,-0.0050,0.0020,0.0010,-0.0060,-0.0010,-0.0010,0.0040,-0.0080,-0.0030,-0.0010,0.0210
,-0.0030,-0.0010,0.0020,-0.0050,-0.0050,-0.0020,-0.0100,-0.0050,0.0010,0.0050,-0.0030,-0.0020,0.0010,0.0020,-0.0050,-0.0010,0.0010,0.0210
,-0.0030,-0.0010,0.0030,-0.0040,-0.0060,-0.0030,-0.0090,-0.0040,-0.0010,0.0070,-0.0020,-0.0020,0.0030,0.0010,0.0000,-0.0010,0.0030,0.0210
,-0.0040,0.0000,0.0020,-0.0010,-0.0070,-0.0040,-0.0070,-0.0030,-0.0040,0.0080,-0.0010,0.0000,0.0050,0.0010,0.0030,-0.0030,0.0050,0.0200
,-0.0030,-0.0010,0.0010,0.0030,-0.0080,-0.0050,-0.0040,-0.0030,-0.0070,0.0070,0.0000,0.0010,0.0060,0.0010,0.0030,-0.0040,0.0060,0.0190
,-0.0020,-0.0010,0.0000,0.0050,-0.0060,-0.0040,0.0000,-0.0030,-0.0070,0.0030,0.0000,0.0020,0.0060,0.0000,0.0020,-0.0030,0.0060,0.0190
,0.0000,-0.0020,-0.0010,0.0060,-0.0040,-0.0020,0.0040,-0.0030,-0.0060,-0.0010,0.0010,0.0010,0.0060,-0.0010,-0.0010,0.0000,0.0060,0.0200
,0.0030,-0.0020,-0.0010,0.0050,0.0000,0.0000,0.0060,-0.0010,-0.0030,-0.0060,0.0010,0.0000,0.0050,-0.0030,-0.0020,0.0020,0.0050,0.0200
,0.0050,-0.0020,-0.0010,0.0030,0.0040,0.0010,0.0070,0.0000,-0.0010,-0.0080,0.0010,-0.0010,0.0050,-0.0040,-0.0010,0.0020,0.0050,0.0200
,0.0060,-0.0020,0.0000,0.0010,0.0070,0.0010,0.0060,0.0010,0.0010,-0.0070,0.0020,-0.0020,0.0050,-0.0040,0.0010,0.0000,0.0050,0.0190
,0.0040,-0.0010,0.0010,0.0010,0.0080,0.0000,0.0040,0.0010,0.0020,-0.0040,0.0020,-0.0020,0.0050,-0.0030,0.0030,-0.0030,0.0050,0.0170
,0.0010,-0.0010,0.0030,0.0010,0.0060,-0.0020,0.0020,0.0000,0.0030,0.0010,0.0030,-0.0030,0.0060,-0.0010,0.0040,-0.0060,0.0060,0.0150
,-0.0020,-0.0010,0.0050,0.0020,0.0030,-0.0020,-0.0010,-0.0020,0.0040,0.0050,0.0040,-0.0040,0.0060,0.0010,0.0030,-0.0050,0.0060,0.0130
,-0.0030,0.0000,0.0050,0.0020,-0.0010,-0.0020,-0.0030,-0.0030,0.0060,0.0060,0.0030,-0.0040,0.0050,0.0020,0.0010,-0.0020,0.0050,0.0130
,-0.0020,0.0020,0.0030,0.0010,-0.0040,0.0000,-0.0040,-0.0020,0.0060,0.0050,0.0010,-0.0040,0.0040,0.0020,0.0000,0.0030,0.0040,0.0130
,0.0000,0.0020,-0.0010,0.0000,-0.0040,0.0020,-0.0030,-0.0010,0.0060,0.0010,0.0000,-0.0030,0.0020,0.0020,0.0010,0.0060,0.0020,0.0130
,0.0030,0.0010,-0.0050,-0.0010,-0.0020,0.0020,-0.0010,0.0020,0.0060,-0.0030,0.0000,-0.0010,0.0000,0.0010,0.0040,0.0070,0.0000,0.0130
,0.0050,0.0000,-0.0060,0.0000,0.0000,0.0010,0.0000,0.0040,0.0060,-0.0050,0.0020,0.0000,-0.0020,0.0000,0.0050,0.0060,-0.0020,0.0130
